sno	Collected_Gene_name	Approved_Symbol	Gene_Identifier	Approved_Name	Ensembl_Gene_ID	NCBI_Gene_ID	Organism_Mapped	Biomarker_Type	PMID	Organism_Tested	Organism_Strain	Gender	Age_In_Years	Tested_Cell_Type	Exposed_Area	Exposed_Area_Type	Radiation_Type	Dosage_Rate	Dose	Study_Type	Control	Sampling_Time_In_hrs	Type_Of_OMICS_Data	Testing_Method	Regulation	Tested_Cell_Or_Tissue_OLS	Identifier_OLS	Identifier_Type_OLS	Empty_col
2094	MMP9	MMP9	HGNC:7176	matrix metallopeptidase 9	ENSG00000100985	4318	Human	Gene	33505120	Homo sapiens				HaCaT		Cell	UVB-radiation		300	in vitro	No irradiation	12	Genomics	RT-PCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2095	COX-2	PTGS2	HGNC:9605	prostaglandin-endoperoxide synthase 2	ENSG00000073756	5743	Human	Gene	33505120	Homo sapiens				HaCaT		Cell	UVB-radiation		300	in vitro	No irradiation	12	Genomics	RT-PCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2096	MRE11A	MRE11	HGNC:7230	MRE11 homolog, double strand break repair nuclease	ENSG00000020922	4361	Human	Gene	33508783	Homo sapiens				SRA01/04 cell (Human lens epithelial line)	Lens	Cell	UVB-radiation			in vitro	No irradiation	24	Genomics	Reverse transcription-quantitative PCR (qRT-PCR)	Down	lens epithelial cell	CL_0002224	Cell Ontology	
2097	Type I Procollagen	COL1A1	HGNC:2197	collagen type I alpha 1 chain	ENSG00000108821	1277	Human	Gene	33513930	Homo sapiens				Human dermal fibroblasts (HDFs)		Cell	UVB-radiation		200	in vitro	No irradiation	24	Genomics	Quantitative real-time PCR	Down	fibroblast of dermis	CL_0002551	Cell Ontology	
2098	MMP1	MMP1	HGNC:7155	matrix metallopeptidase 1	ENSG00000196611	4312	Human	Gene	33513930	Homo sapiens				Human dermal fibroblasts (HDFs)		Cell	UVB-radiation		200	in vitro	No irradiation	24	Genomics	Quantitative real-time PCR	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
2099	TNFα	TNF	HGNC:11892	tumor necrosis factor	ENSG00000232810	7124	Human	Gene	33513930	Homo sapiens				Human dermal fibroblasts (HDFs)		Cell	UVB-radiation		200	in vitro	No irradiation	24	Genomics	Quantitative real-time PCR	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
2100	IL1β	IL1B	HGNC:5992	interleukin 1 beta	ENSG00000125538	3553	Human	Gene	33513930	Homo sapiens				Human dermal fibroblasts (HDFs)		Cell	UVB-radiation		200	in vitro	No irradiation	24	Genomics	Quantitative real-time PCR	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
2101	IL6	IL6	HGNC:6018	interleukin 6	ENSG00000136244	3569	Human	Gene	33513930	Homo sapiens				Human dermal fibroblasts (HDFs)		Cell	UVB-radiation		200	in vitro	No irradiation	24	Genomics	Quantitative real-time PCR	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
2102	MMP1	MMP1	HGNC:7155	matrix metallopeptidase 1	ENSG00000196611	4312	Human	Gene	33576527	Homo sapiens				Normal human dermal fibroblasts (NHDFs)		Cell	UVB-radiation		250	in vitro	No irradiation	24	Genomics	Quantitative real-time PCR	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
2103	MMP3	MMP3	HGNC:7173	matrix metallopeptidase 3	ENSG00000149968	4314	Human	Gene	33576527	Homo sapiens				Normal human dermal fibroblasts (NHDFs)		Cell	UVB-radiation		250	in vitro	No irradiation	24	Genomics	Quantitative real-time PCR	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
2104	CCAAT/enhancer-binding protein beta (C/EBPβ)	CEBPB	HGNC:1834	CCAAT enhancer binding protein beta	ENSG00000172216	1051	Human	Gene	33642112	Homo sapiens				HaCaT		Cell	UVB-radiation	15	500	in vitro	No irradiation	24	Genomics		Up	keratinocyte	CL_0000312	Cell Ontology	
2105	HAS2	HAS2	HGNC:4819	hyaluro synthase 2	ENSG00000170961	3037	Human	Gene	33669634	Homo sapiens				Human dermal fibroblasts (HDF cells)		Cell	UVA-radiation		100000	in vitro	No irradiation	3	Genomics	Reverse transcription-quantitative PCR	Down	fibroblast of dermis	CL_0002551	Cell Ontology	
2106	HAS2	HAS2	HGNC:4819	hyaluro synthase 2	ENSG00000170961	3037	Human	Gene	33669634	Homo sapiens				Human dermal fibroblasts (HDF cells)		Cell	UVA-radiation		100000	in vitro	No irradiation	6	Genomics	Reverse transcription-quantitative PCR	Down	fibroblast of dermis	CL_0002551	Cell Ontology	
2107	Hyaluro binding protein involved in HA depolymerization(HYBID)	CEMIP	HGNC:29213	cell migration inducing hyaluronidase 1	ENSG00000103888	57214	Human	Gene	33669634	Homo sapiens				Human dermal fibroblasts (HDF cells)		Cell	UVA-radiation		100000	in vitro	No irradiation	6	Genomics	Reverse transcription-quantitative PCR	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
2108	Hyaluro binding protein involved in HA depolymerization(HYBID)	CEMIP	HGNC:29213	cell migration inducing hyaluronidase 1	ENSG00000103888	57214	Human	Gene	33669634	Homo sapiens				Human dermal fibroblasts (HDF cells)		Cell	UVA-radiation		100000	in vitro	No irradiation	12	Genomics	Reverse transcription-quantitative PCR	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
2109	MMP-1	MMP1	HGNC:7155	matrix metallopeptidase 1	ENSG00000196611	4312	Human	Gene	33672035	Homo sapiens				HaCaT		Cell	UV radiation-General		25000	in vitro	No irradiation	24	Genomics	Quantitative real-time PCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2110	heme oxygenase 1 (HO-1)	HMOX1	HGNC:5013	heme oxygenase 1	ENSG00000100292	3162	Human	Gene	33799974	Homo sapiens				HaCaT		Cell	UVB-radiation		150	in vitro	No irradiation	8	Genomics	Real-Time PCR	Down	keratinocyte	CL_0000312	Cell Ontology	
2111	SOD-1	SOD1	HGNC:11179	superoxide dismutase 1	ENSG00000142168	6647	Human	Gene	33799974	Homo sapiens				HaCaT		Cell	UVB-radiation		150	in vitro	No irradiation	8	Genomics	Real-Time PCR	Down	keratinocyte	CL_0000312	Cell Ontology	
2112	Nrf2	NFE2L2	HGNC:7782	NFE2 like bZIP transcription factor 2	ENSG00000116044	4780	Human	Gene	33799974	Homo sapiens				HaCaT		Cell	UVB-radiation		150	in vitro	No irradiation	8	Genomics	Real-Time PCR	Down	keratinocyte	CL_0000312	Cell Ontology	
2113	NF-κB	NFKB1	HGNC:7794	nuclear factor kappa B subunit 1	ENSG00000109320	4790	Human	Gene	33799974	Homo sapiens				HaCaT		Cell	UVB-radiation		150	in vitro	No irradiation	8	Genomics	Real-Time PCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2114	p65	RELA	HGNC:9955	RELA proto-oncogene, NF-kB subunit	ENSG00000173039	5970	Human	Gene	33799974	Homo sapiens				HaCaT		Cell	UVB-radiation		150	in vitro	No irradiation	8	Genomics	Real-Time PCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2115	TNF-α	TNF	HGNC:11892	tumor necrosis factor	ENSG00000232810	7124	Human	Gene	33799974	Homo sapiens				HaCaT		Cell	UVB-radiation		150	in vitro	No irradiation	8	Genomics	Real-Time PCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2116	COX-2	PTGS2	HGNC:9605	prostaglandin-endoperoxide synthase 2	ENSG00000073756	5743	Human	Gene	33799974	Homo sapiens				HaCaT		Cell	UVB-radiation		150	in vitro	No irradiation	8	Genomics	Real-Time PCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2117	IL-6	IL6	HGNC:6018	interleukin 6	ENSG00000136244	3569	Human	Gene	33799974	Homo sapiens				HaCaT		Cell	UVB-radiation		150	in vitro	No irradiation	8	Genomics	Real-Time PCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2118	MMP-1	MMP1	HGNC:7155	matrix metallopeptidase 1	ENSG00000196611	4312	Human	Gene	33799974	Homo sapiens				HaCaT		Cell	UVB-radiation		150	in vitro	No irradiation	8	Genomics	Real-Time PCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2119	MMP-3	MMP3	HGNC:7173	matrix metallopeptidase 3	ENSG00000149968	4314	Human	Gene	33799974	Homo sapiens				HaCaT		Cell	UVB-radiation		150	in vitro	No irradiation	8	Genomics	Real-Time PCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2120	MMP-9	MMP9	HGNC:7176	matrix metallopeptidase 9	ENSG00000100985	4318	Human	Gene	33799974	Homo sapiens				HaCaT		Cell	UVB-radiation		150	in vitro	No irradiation	8	Genomics	Real-Time PCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2121	Smad3	SMAD3	HGNC:6769	SMAD family member 3	ENSG00000166949	4088	Human	Gene	33799974	Homo sapiens				HaCaT		Cell	UVB-radiation		150	in vitro	No irradiation	8	Genomics	Real-Time PCR	Down	keratinocyte	CL_0000312	Cell Ontology	
2122	COL3A1	COL3A1	HGNC:2201	collagen type III alpha 1 chain	ENSG00000168542	1281	Human	Gene	33799974	Homo sapiens				HaCaT		Cell	UVB-radiation		150	in vitro	No irradiation	8	Genomics	Real-Time PCR	Down	keratinocyte	CL_0000312	Cell Ontology	
2123	IL-6	IL6	HGNC:6018	interleukin 6	ENSG00000136244	3569	Human	Gene	33804685	Homo sapiens				Normal human epidermal keratinocyte (NHEK)	Foreskin	Cell	UVB-radiation		200	in vitro	No irradiation		Genomics	RT-qPCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2124	IL-8	CXCL8	HGNC:6025	C-X-C motif chemokine ligand 8	ENSG00000169429	3576	Human	Gene	33804685	Homo sapiens				Normal human epidermal keratinocyte (NHEK)	Foreskin	Cell	UVB-radiation		200	in vitro	No irradiation		Genomics	RT-qPCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2125	Tumor necrosis factor receptor 1 (TNFR1)	TNFRSF1A	HGNC:11916	TNF receptor superfamily member 1A	ENSG00000067182	7132	Human	Gene	33804685	Homo sapiens				Normal human epidermal keratinocyte (NHEK)	Foreskin	Cell	UVB-radiation		200	in vitro	No irradiation		Genomics	RT-qPCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2126	Adiponectin	ADIPOQ	HGNC:13633	adiponectin, C1Q and collagen domain containing	ENSG00000181092	9370	Human	Gene	33804685	Homo sapiens				Normal human epidermal keratinocyte (NHEK)	Foreskin	Cell	UVB-radiation		200	in vitro	No irradiation		Genomics	RT-qPCR	Down	keratinocyte	CL_0000312	Cell Ontology	
2127	IL-7	IL7	HGNC:6023	interleukin 7	ENSG00000104432	3574	Human	Gene	33804685	Homo sapiens				Normal human epidermal keratinocyte (NHEK)	Foreskin	Cell	UVB-radiation		200	in vitro	No irradiation		Genomics	RT-qPCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2128	TGF-β	TGFB1	HGNC:11766	transforming growth factor beta 1	ENSG00000105329	7040	Human	Gene	33804685	Homo sapiens				Normal human epidermal keratinocyte (NHEK)	Foreskin	Cell	UVB-radiation		200	in vitro	No irradiation		Genomics	RT-qPCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2129	IFN-γ	IFNG	HGNC:5438	interferon gamma	ENSG00000111537	3458	Human	Gene	33804685	Homo sapiens				Normal human epidermal keratinocyte (NHEK)	Foreskin	Cell	UVB-radiation		200	in vitro	No irradiation		Genomics	RT-qPCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2130	Microphthalmia-associated transcription factor (MITF)	MITF	HGNC:7105	melanocyte inducing transcription factor	ENSG00000187098	4286	Human	Gene	33804685	Homo sapiens				Normal human epidermal keratinocyte (NHEK)	Foreskin	Cell	UVB-radiation		200	in vitro	No irradiation		Genomics	RT-qPCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2131	Tyrosinase (TYR)	TYR	HGNC:12442	tyrosinase	ENSG00000077498	7299	Human	Gene	33804685	Homo sapiens				Normal human epidermal keratinocyte (NHEK)	Foreskin	Cell	UVB-radiation		200	in vitro	No irradiation		Genomics	RT-qPCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2132	Tyrosinase-related protein 1(TYRP1)	TYRP1	HGNC:12450	tyrosinase related protein 1	ENSG00000107165	7306	Human	Gene	33804685	Homo sapiens				Normal human epidermal keratinocyte (NHEK)	Foreskin	Cell	UVB-radiation		200	in vitro	No irradiation		Genomics	RT-qPCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2133	Dopachrome tautomerase (DCT)	DCT	HGNC:2709	dopachrome tautomerase	ENSG00000080166	1638	Human	Gene	33804685	Homo sapiens				Normal human epidermal keratinocyte (NHEK)	Foreskin	Cell	UVB-radiation		200	in vitro	No irradiation		Genomics	RT-qPCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2134	MART1	MLANA	HGNC:7124	melan-A	ENSG00000120215	2315	Human	Gene	33804685	Homo sapiens				Normal human epidermal keratinocyte (NHEK)	Foreskin	Cell	UVB-radiation		200	in vitro	No irradiation		Genomics	RT-qPCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2135	cKIT	KIT	HGNC:6342	KIT proto-oncogene, receptor tyrosine kinase	ENSG00000157404	3815	Human	Gene	33804685	Homo sapiens				Normal human epidermal keratinocyte (NHEK)	Foreskin	Cell	UVB-radiation		200	in vitro	No irradiation		Genomics	RT-qPCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2136	SOX10	SOX10	HGNC:11190	SRY-box transcription factor 10	ENSG00000100146	6663	Human	Gene	33804685	Homo sapiens				Normal human epidermal keratinocyte (NHEK)	Foreskin	Cell	UVB-radiation		200	in vitro	No irradiation		Genomics	RT-qPCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2137	SCF	KITLG	HGNC:6343	KIT ligand	ENSG00000049130	4254	Human	Gene	33804685	Homo sapiens				Normal human epidermal keratinocyte (NHEK)	Foreskin	Cell	UVB-radiation		200	in vitro	No irradiation		Genomics	RT-qPCR	Up	keratinocyte	CL_0000312	Cell Ontology	
2138	CAT	Cat	MGI:88271	catalase	ENSMUSG00000027187	12359	Mouse	Gene	33841160	Mus musculus	Kunming	Female	0.14	Skin	Skin	Tissue	UVB-radiation		33600	in vivo	No irradiation		Genomics	Real-time fluorescent quantitative PCR (RT-qPCR)	Down	skin of body	UBERON_0002097	Uberon Ontology	
2139	CAT	Cat	MGI:88271	catalase	ENSMUSG00000027187	12359	Mouse	Gene	33841160	Mus musculus	Kunming	Female	0.14	Liver	Skin	Tissue	UVB-radiation		33600	in vivo	No irradiation		Genomics	Real-time fluorescent quantitative PCR (RT-qPCR)	Down	liver	UBERON_0002107	Uberon Ontology	
2140	PGC-1α	Ppargc1a	MGI:1342774	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha	ENSMUSG00000029167	19017	Mouse	Gene	33841160	Mus musculus	Kunming	Female	0.14	Skin	Skin	Tissue	UVB-radiation		33600	in vivo	No irradiation		Genomics	Real-time fluorescent quantitative PCR (RT-qPCR)	Down	skin of body	UBERON_0002097	Uberon Ontology	
2141	APPL1	Appl1	MGI:1920243	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1	ENSMUSG00000040760	72993	Mouse	Gene	33841160	Mus musculus	Kunming	Female	0.14	Skin	Skin	Tissue	UVB-radiation		33600	in vivo	No irradiation		Genomics	Real-time fluorescent quantitative PCR (RT-qPCR)	Down	skin of body	UBERON_0002097	Uberon Ontology	
2142	mTOR	Mtor	MGI:1928394	mechanistic target of rapamycin kinase	ENSMUSG00000028991	56717	Mouse	Gene	33841160	Mus musculus	Kunming	Female	0.14	Skin	Skin	Tissue	UVB-radiation		33600	in vivo	No irradiation		Genomics	Real-time fluorescent quantitative PCR (RT-qPCR)	Up	skin of body	UBERON_0002097	Uberon Ontology	
2143	TNF-α	Tnf	MGI:104798	tumor necrosis factor	ENSMUSG00000024401	21926	Mouse	Gene	33841160	Mus musculus	Kunming	Female	0.14	Skin	Skin	Tissue	UVB-radiation		33600	in vivo	No irradiation		Genomics	Real-time fluorescent quantitative PCR (RT-qPCR)	Up	skin of body	UBERON_0002097	Uberon Ontology	
2144	IL-6	Il6	MGI:96559	interleukin 6	ENSMUSG00000025746	16193	Mouse	Gene	33841160	Mus musculus	Kunming	Female	0.14	Skin	Skin	Tissue	UVB-radiation		33600	in vivo	No irradiation		Genomics	Real-time fluorescent quantitative PCR (RT-qPCR)	Up	skin of body	UBERON_0002097	Uberon Ontology	
2145	IL-10	Il10	MGI:96537	interleukin 10	ENSMUSG00000016529	16153	Mouse	Gene	33841160	Mus musculus	Kunming	Female	0.14	Skin	Skin	Tissue	UVB-radiation		33600	in vivo	No irradiation		Genomics	Real-time fluorescent quantitative PCR (RT-qPCR)	Down	skin of body	UBERON_0002097	Uberon Ontology	
2146	PGC-1α	Ppargc1a	MGI:1342774	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha	ENSMUSG00000029167	19017	Mouse	Gene	33841160	Mus musculus	Kunming	Female	0.14	Liver	Skin	Tissue	UVB-radiation		33600	in vivo	No irradiation		Genomics	Real-time fluorescent quantitative PCR (RT-qPCR)	Down	liver	UBERON_0002107	Uberon Ontology	
2147	APPL1	Appl1	MGI:1920243	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1	ENSMUSG00000040760	72993	Mouse	Gene	33841160	Mus musculus	Kunming	Female	0.14	Liver	Skin	Tissue	UVB-radiation		33600	in vivo	No irradiation		Genomics	Real-time fluorescent quantitative PCR (RT-qPCR)	Down	liver	UBERON_0002107	Uberon Ontology	
2148	mTOR	Mtor	MGI:1928394	mechanistic target of rapamycin kinase	ENSMUSG00000028991	56717	Mouse	Gene	33841160	Mus musculus	Kunming	Female	0.14	Liver	Skin	Tissue	UVB-radiation		33600	in vivo	No irradiation		Genomics	Real-time fluorescent quantitative PCR (RT-qPCR)	Up	liver	UBERON_0002107	Uberon Ontology	
2149	TNF-α	Tnf	MGI:104798	tumor necrosis factor	ENSMUSG00000024401	21926	Mouse	Gene	33841160	Mus musculus	Kunming	Female	0.14	Liver	Skin	Tissue	UVB-radiation		33600	in vivo	No irradiation		Genomics	Real-time fluorescent quantitative PCR (RT-qPCR)	Up	liver	UBERON_0002107	Uberon Ontology	
2150	IL-6	Il6	MGI:96559	interleukin 6	ENSMUSG00000025746	16193	Mouse	Gene	33841160	Mus musculus	Kunming	Female	0.14	Liver	Skin	Tissue	UVB-radiation		33600	in vivo	No irradiation		Genomics	Real-time fluorescent quantitative PCR (RT-qPCR)	Up	liver	UBERON_0002107	Uberon Ontology	
2151	IL-10	Il10	MGI:96537	interleukin 10	ENSMUSG00000016529	16153	Mouse	Gene	33841160	Mus musculus	Kunming	Female	0.14	Liver	Skin	Tissue	UVB-radiation		33600	in vivo	No irradiation		Genomics	Real-time fluorescent quantitative PCR (RT-qPCR)	Down	liver	UBERON_0002107	Uberon Ontology	
2152	HAS2	HAS2	HGNC:4819	hyaluro synthase 2	ENSG00000170961	3037	Human	Gene	33901008	Homo sapiens	Caucasian	Female	40	Human dermal fibroblasts (HDFs)		Cell	UVB-radiation		250	in vitro	No irradiation	48	Genomics	qPCR	Down	fibroblast of dermis	CL_0002551	Cell Ontology	
2153	IL-6	IL6	HGNC:6018	interleukin 6	ENSG00000136244	3569	Human	Gene	33901008	Homo sapiens	Caucasian	Female	40	Human dermal fibroblasts (HDFs)		Cell	UVB-radiation		250	in vitro	No irradiation	48	Genomics	qPCR	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
2154	p16INK4a	CDKN2A	HGNC:1787	cyclin dependent kinase inhibitor 2A	ENSG00000147889	1029	Human	Gene	33901008	Homo sapiens	Caucasian	Female	40	Human dermal fibroblasts (HDFs)		Cell	UVB-radiation		250	in vitro	No irradiation	48	Genomics	qPCR	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
2155	XBP1	XBP1	HGNC:12801	X-box binding protein 1	ENSG00000100219	7494	Human	Gene	33901008	Homo sapiens	Caucasian	Female	40	Human dermal fibroblasts (HDFs)		Cell	UVB-radiation		250	in vitro	No irradiation	48	Genomics	qPCR	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
2156	p21	CDKN1A	HGNC:1784	cyclin dependent kinase inhibitor 1A	ENSG00000124762	1026	Human	Gene	33901008	Homo sapiens	Caucasian	Female	40	Human dermal fibroblasts (HDFs)		Cell	UVB-radiation		250	in vitro	No irradiation	48	Genomics	qPCR	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
2157	AQP1	AQP1	HGNC:633	aquaporin 1 (Colton blood group)	ENSG00000240583	358	Human	Gene	33911740	Homo sapiens				HS68 (human dermal fibroblasts)		Cell	UVB-radiation		500	in vitro	No irradiation	24	Genomics	RT-PCR	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
2158	AQP1	AQP1	HGNC:633	aquaporin 1 (Colton blood group)	ENSG00000240583	358	Human	Gene	33911740	Homo sapiens				HS68 (human dermal fibroblasts)		Cell	UVB-radiation		1000	in vitro	No irradiation	24	Genomics	RT-PCR	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
2159	MMP-1	MMP1	HGNC:7155	matrix metallopeptidase 1	ENSG00000196611	4312	Human	Gene	33912060	Homo sapiens				Normal human dermal fibroblasts (NHDFs)		Cell	UVA-radiation	10000	80000	in vitro	No irradiation	12	Genomics	RT-PCR	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
2160	GST	GSTK1	HGNC:16906	glutathione S-transferase kappa 1	ENSG00000197448	373156	Human	Gene	33912060	Homo sapiens				Normal human dermal fibroblasts (NHDFs)		Cell	UVA-radiation	10000	80000	in vitro	No irradiation	12	Genomics	RT-PCR	Down	fibroblast of dermis	CL_0002551	Cell Ontology	
2161	NQO-1	NQO1	HGNC:2874	NAD(P)H quinone dehydrogenase 1	ENSG00000181019	1728	Human	Gene	33912060	Homo sapiens				Normal human dermal fibroblasts (NHDFs)		Cell	UVA-radiation	10000	80000	in vitro	No irradiation	12	Genomics	RT-PCR	Down	fibroblast of dermis	CL_0002551	Cell Ontology	
2162	IL-1β	Il1b	RGD:2891	interleukin 1 beta	ENSRNOG00000004649	24494	Rat	Gene	33992625	Rattus norvegicus	Wistar-albino	Male	0.08-0.1		Cornea	Tissue	UVB-radiation	5.6		in vivo	No irradiation		Genomics	LightCycler 480-II	Up	cornea	UBERON_0000964	Uberon Ontology	
2163	VEGF	Vegfa	RGD:619991	vascular endothelial growth factor A	ENSRNOG00000019598	83785	Rat	Gene	33992625	Rattus norvegicus	Wistar-albino	Male	0.08-0.1		Cornea	Tissue	UVB-radiation	5.6		in vivo	No irradiation		Genomics	LightCycler 480-II	Up	cornea	UBERON_0000964	Uberon Ontology	
2164	TGF-β	Tgfb1	RGD:69051	transforming growth factor, beta 1	ENSRNOG00000020652	59086	Rat	Gene	33992625	Rattus norvegicus	Wistar-albino	Male	0.08-0.1		Cornea	Tissue	UVB-radiation	5.6		in vivo	No irradiation		Genomics	LightCycler 480-II	Up	cornea	UBERON_0000964	Uberon Ontology	
2165	Tnf	Tnf	MGI:104798	tumor necrosis factor	ENSMUSG00000024401	21926	Mouse	Gene	34071363	Mus musculus	SKH1-Hrhr	Female	0.1- 0.12		Dorsal skin	Tissue	UVB-radiation		1800	in vivo	No irradiation	6	Genomics	Quantitative real-time PCR	Up	skin of back	UBERON_0001068	Uberon Ontology	
2166	Il6	Il6	MGI:96559	interleukin 6	ENSMUSG00000025746	16193	Mouse	Gene	34071363	Mus musculus	SKH1-Hrhr	Female	0.1- 0.12		Dorsal skin	Tissue	UVB-radiation		1800	in vivo	No irradiation	6	Genomics	Quantitative real-time PCR	Up	skin of back	UBERON_0001068	Uberon Ontology	
2167	Il1b	Il1b	MGI:96543	interleukin 1 beta	ENSMUSG00000027398	16176	Mouse	Gene	34071363	Mus musculus	SKH1-Hrhr	Female	0.1- 0.12		Dorsal skin	Tissue	UVB-radiation		1800	in vivo	No irradiation	6	Genomics	Quantitative real-time PCR	Up	skin of back	UBERON_0001068	Uberon Ontology	
2168	Il10	Il10	MGI:96537	interleukin 10	ENSMUSG00000016529	16153	Mouse	Gene	34071363	Mus musculus	SKH1-Hrhr	Female	0.1- 0.12		Dorsal skin	Tissue	UVB-radiation		1800	in vivo	No irradiation	6	Genomics	Quantitative real-time PCR	Up	skin of back	UBERON_0001068	Uberon Ontology	
2169	Ptgs2	Ptgs2	MGI:97798	prostaglandin-endoperoxide synthase 2	ENSMUSG00000032487	19225	Mouse	Gene	34071363	Mus musculus	SKH1-Hrhr	Female	0.1- 0.12		Dorsal skin	Tissue	UVB-radiation		1800	in vivo	No irradiation	6	Genomics	Quantitative real-time PCR	Up	skin of back	UBERON_0001068	Uberon Ontology	
2170	Nos2	Nos2	MGI:97361	nitric oxide synthase 2, inducible	ENSMUSG00000020826	18126	Mouse	Gene	34071363	Mus musculus	SKH1-Hrhr	Female	0.1- 0.12		Dorsal skin	Tissue	UVB-radiation		1800	in vivo	No irradiation	6	Genomics	Quantitative real-time PCR	Up	skin of back	UBERON_0001068	Uberon Ontology	
